вызыв:ать в:ызвать (в:ывову в:ывовешь в:ызови 被形過 в:ызванный),呼び出す　来てもらう　　引き起こす・もたらす,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в:ызов,呼び出し,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вы:игрывать в:ыиграть(被形過・完 в:ыигранный),（試合などに）勝つ　　（クジ、カブなどで）当てる　特をする　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выключ:ать в:ыключить (в:ыключу в:ыключишь 被形過 в:ыключенный),スイッチを着る,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вылез:ать в:ылезть (в:ылезу в:ылезешь в:ылез в:ылезла),這い出る　　　はみ出る　はみ出す,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вылет:ать в:ылететь (в:ылечу в:ылетишь),飛び立つ　飛び出る,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вылив:ать в:ылить (в:ылью в:ыльешь .... в:ыльют в:ылей 被形過 в:ылитый),（из чего から）注ぎだす　流す,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выним:ать в:ынуть (被形過 в:ынутый),取り出す,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вынос:ить (в:ыношу в:ынос:ишь) в:ынести (в:ынесу в:ынесешь в:ынес в:ынесла),（持って）外にだす　運び出す　　持ちこたえる・我慢する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вып:исывать в:ыписать (в:ыпишу в:ыпишешь в:ыпиши 被形過 в:ыписанный) ,書き出す　　（刊行物を）注文する　　（名簿から）除く,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вып:исываться в:ыписаться,名簿から除かれる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выполн:ять в:ыполнить (被形過 в:ыполненный) выполн:ение,実行・実現する　果たす　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выпуск:ать в:ыпустить (в:ыпущу в:ыпустишь 被形過　в:ыпущенный),外へだす・放つ　　卒業させる・社会へ送り出す　　（市場に）出す・製造する　発行する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выраб:атывать в:ыработать (被形過・完 в:ыработанный),作成する　作り上げる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выраж:ать в:ыразить (в:ыражу в:ыразишь 被形過・完 в:ыражанный),表す　表現する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выраж:аться в:ыразиться,表現される　　言い回し、言い方をする,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выраж:ение,表すこと　表現　　表情　　言い回し　言い方,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
с выраж:ением / без выраж:ения,表情豊かに /　一本調子に,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выраст:ать в:ырасти (в:ырасту в:ырастешь в:ырос в:ыросла),（成長して）おおきくなる　　増える・増す　　（目の前に）姿を表す　（新しい街が）できる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выр:ащивать в:ырастить (в:ыращу в:ырастишь 被形過 в:ыращенный),栽培する　（p)　（赤ちゃんのときから）育て上げる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выск:азывать в:ысказать (-жу -жешь в:ыскажи 被形過 в:ысказанный),（口に出して）言う,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выск:азываться в:ысказаться (-жусь -жешься в:ыскажись),自分の意見を述べる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выск:акивать в:ыскочить (в:ыскочу в:ыскочишь),飛び出す　跳び下りる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
высл:ушивать в:ыслушать,（終わりまで）よく聞く　　聴診をする,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выс:окий (выс:ок высок:а выс:око в:ыше 最上высоч:айший),高い　（質や位などが）高い,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
высок:о / выс:око (в:ыше),高く,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
высот:а (р)выс:оты выс:отный,高さ　高度　高い所,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в:ыставка,展覧会　展示会　見本市,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в:ыстрел,射撃　発射（音）,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в:ыстрелить,撃つ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выступ:ать в:ыступить (в:ыступлю в:ыступишь),出演・出場する　　演説・報告する　　（公式の立場で）立場を表明する　　進み出る・前へ出る　　（外へ）あふれる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выступл:ение,出演・出場・演説・演技　表明行動,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в:ысший,最高の　最高段階の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выт:аскивать в:ытащать (в:ытащу в:ытащишь 被形過 в:ытащенный),引っ張り出す　引き抜く,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вытир:ать в:ытереть(в:ытру в:ытрешь в:ытер в:ытерла 被形過 в:ытертный),拭く　拭いとる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вытир:аться в:ытереться(в:ытрусь в:ытрешься в:ытерся в:ытерлась 被形過 в:ытертныйся),顔・手足などを拭く,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в:ыход,出口　　（困難な場合などの）解決法　方策　　出ること　（情報）出口　アウトプット,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выход:ить(-ж:у вых:одишь выход:и) в:ыйти (в:ыйду в:ыйдешь в:ыйди в:ышел в:ышла -ло -ли),出る　(из чего 乗り物から)降りる　　（結果として）生ずる　成る　（在る状態から）でる　脱する　　（本や・雑誌が）出る　（映画が）封切られる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выход:ить / в:ыйти з:амуж,（女性が）結婚する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выход:ить / в:ыйти в отст:авку,退職・引退する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выход:ить / в:ыйти из себя,かっとなる　激怒する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выход:ить / в:ыйти из стр:оя,故障する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выходн:ой,外出用の　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выходн:ой день,休日,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вычисл:ительный,計算の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в:ыше,前述の箇所に,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вышен:азванный,上掲の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
выясн:ять в:ыяснить(被形過 в:ыясненный),解明する　明らかにする,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(с)вяз:ать (вяж:у в:яжешь 被形過・完 (с)в:язанный),（束ねて）縛る　編む,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
газ г:азовый,ガス　気体,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
газ:ета газ:етный,新聞,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
галантер:ея,化粧品雑貨,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
галер:ея р生 -:ей,美術館,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:алстук,ネクタイ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гар:аж -:а,車庫　ガレージ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гар:антия гарант:ийный гарант:ировать,保証,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гарм:ония,調和　ハーモニー,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(по)гас:ить (гаш:у г:асишь 被形過・完 пог:ашенный),（火・明かり）を消す　（無効の）無効にする,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(по)г:аснуть (三人称のみ　г:аснет г:аснут 過・不完 гас / г:аснул г:асла 過・完了 пог:ас пог:асла),(火・明かりなどが）消える,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гастрон:ом,（大規模）食料品店,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гвоздь гвозд:я (р) гв:озди -:ей,釘,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
где,どこに　どこで　　（不定）どこかに　どこかで,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
где-нибудь / где-либо,（特にどこというのではなく）どこかで　どこおかに,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
где-то,（確かに）どこかで　どこかに　　（口）だいたい　確かに,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гект:ар,ヘクタール,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
генер:ал,（陸軍の）将軍,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
генер:альный,総括的な　全体的な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:ений,天才,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гени:альный,天才的な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
геогр:афия географ:ический,地理学　地理,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
геол:огия,地質学　地質,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ге:олог,地質学者,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
геолог:ический,地質学の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
герб -:а,紋章,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Герм:ания,ドイツ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
герм:анский,ドイツの,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
геро:ический,英雄的な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гер:ой,英雄　　主人公,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
геро:иня,ヒロイン,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:ибель,破滅　滅亡,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:ибкий (г:ибок гибк:а г:ибко г:ибче),弾力性の在る　しなやかな,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(по)г:ибнуть (г:ибну г:ибнешь гиб г:ибла),破滅する　だめになる　　（事故・災害などで）死ぬ　（飛行機が）墜落する　（船が）難破する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гиги:ена,衛生,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гигиен:ичный,衛生的な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гимн,国歌,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гимн:астика,体操,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гимн:аст / гимн:астка,体操選手,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гит:ара,ギター,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глав:а (р)гл:авы,（組織の）一番上に立つ人・長,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
во глав:е чего,の先頭に　の長・指導者として　　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
во глав:е с чем,を長として,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глав:а,章,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гл:авное,主要なこと　　（述語）大事なことは　要は,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гл:авный,主要な　主な　　（職場・現場で）一番上の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гл:авным :образом,主として,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глаг:ол,動詞,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(в:ы) гл:адить (гл:ажу гл:адишь 被形過・完 в:ыглаженный),（чтоに）アイロンをかける,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(по)гл:адить (гл:адишь 被形過・完 погл:аженный),なでる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гл:адкий (гл:адок гладк:а гл:аже),なめらかな　　無地の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глаз (р)глаз:а глаз -:ам,目　（P）視線,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в / за глаз:а,面と向かって / 陰で（言う）,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
на глаз:ах,の見ている前で,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глазн:ой,目の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гл:асность,情報公開,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глот:ать проглот:ить (-ч:у прогл:отишь 被形過 прогл:оченный),飲み込む,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глот:ок,ひと飲み　一口,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глубин:а (р)глуб:ины,深さ・深度　　（程度が）深いこと　　奥深いこと,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глуб:окий (глуб:ок глубок:а гл:убже 最上 глубоч:айший),深い　　（程度などが）深い,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гл:упый (глуп глуп:а глуп:ее),愚かな　バカな　　馬鹿げた　くだらない,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гл:упость,バカなこと　愚かなこと,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
глух:ой (глух глух:а гл:уше),耳が聞こえない　耳が遠い　　人里離れた　（森などにつき）深い　うっそうとした,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(по)гляд:еть (гляд:ишь гляд:и),眺める　見る,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гнать(гон:ю г:онишь гон:и гнал гнал:а),(一方的に）追い立てる・移動させる　　追い出す・追い払う　　（口）ふっとばす　急がせる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гнев,怒り,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гнезд:о,巣,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гнил:ой гнить,腐った　じめじめした,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
говор:ить　сказ:ать(скаж:у ск:ажешь скаж:и 被形過 ск:азанный),（言葉を）話す　しゃべる　　（чем）話す　話し合う　(о чём であることを)物語っている　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
говор:ить про себ:я,一人ごとを言う　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"говор:ят,",という噂だ・話だ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
пл:охо говор:ить,を悪く言う・悪口を言う,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
так сказ:ать,言うなれば　いわば,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
говор:иться,（無人）言われる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
как говор:иться,いわゆる　よく言うところの,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
говор:я,言いながら　話しながら,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
кор:оче говор:я,要するに,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вообщ:е говор:я,一般的に言って,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
откров:енно говор:я,率直に言って,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гов:ядина,牛肉,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
год в год:у (р)г:оды / год:а год:ов,年　　年度　　（P)〜時代　時期　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
из г:ода в год,毎年　年々,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
не по год:ам,年に似合わず,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
вр:емя г:ода,季節　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
год:иться (год:ишься),役に立つ　合う,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
годов:ой,年間の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
годовщ:ина,（年に一度の）記念日,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
голов:а (対 г:олову (р)г:оловы гол:ов голов:ам),頭,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
с голов:ы до ног / с ног до голов:ы,頭のてっぺんから足の先まで　　全身,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
лом:ать г:олову над чем,頭を悩ます　頭をひねる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
слом:я г:олову,大急ぎで　一目散に,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
пройт:и / проход:ить в г:олову,кому　頭に浮かぶ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
с голов:ой уйт:и,(в что)没頭する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
головн:ой,頭の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гол:овка,(機器類の）ヘッド,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:олод,空腹　飢,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гол:одный (гол:оден гол:одна),空いた　飢えた　　お腹の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:олос (р)голос:а голос:ов,声　　（投票の）一票,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
во весь г:олос,（皆に聞こえるように）大きな声で　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в од:ин г:олос,口を揃えて,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(про)голосов:ать ,投票する за что / против чего　に賛成の /　反対の投票をする,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
голосов:ание,投票,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
голуб:ойм(短語尾アクセントмолодой),青い　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:олубь (м) (р)г:олуби голуб:ей,鳩,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:олый (гол гол:а),裸の　　葉の落ちた　木の生えていない,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гон:ять ,(不定向)追って移動させる　駆り立てる　（口）乗り回す　ほっつき歩く,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гор:а (対 г:ору (р)г:оры гор гор:ам),山　（P）山地　山岳,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
не за гор:ами,遠い先のことではない　もうすぐだ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
как гор:а с плеч,（口）方から重荷が降りた　ホッとした気持ちだ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гор:аздо,はるかに　ずっと,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
горд:иться(горд:ишься),(чем / за что を)誇りにする　自慢する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:ордо,誇らしく　高慢に,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:ордость,誇り・プライド　　高慢　傲慢,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:ордый (горд горд:а -о),誇り高い　誇らしい　　（短語尾）(чем / за что を)誇りに思っている,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:оре,悲しみ　不幸（な出来事）,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(с)гор:еть (гор:ю гор:ишь),燃える　（imp）（火・灯が）ついている　灯っている　（喜びなどで）輝く　（熱・寒さなどで）ほてる　（怒りなどで）燃える,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гор:ение,燃焼,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гориз:онт,地平線　水平線,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
горизонт:альный,水平な,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:орло ,喉,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:орничная,メイド,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:орный,山の　山地の　　鉱山の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:ород (р)-:а -:ов,街　都市　市内,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
з:а город,郊外へ,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
з:а городом,郊外に,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
город:ок,小さな町 （一箇所にまとまった）施設群,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
городск:ой,町の　都市の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гор:ох,えんどう豆,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гор:ошек,水玉模様,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
горч:ица,からし,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:орький (г:орек горьк:а г:орько г:орче),苦い　（比較で）つらい,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гор:ячий (гор:яч горяч:а горяч:ее),熱い　熱烈な　興奮しやすい・短気な　　（時期的に）忙しい,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
горяч:о,熱く　熱烈に　（述語）（さわって）熱い　ほてる,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
г:осподи,主よ　（口）（驚き・喜び・残念な気持ちなどを表していて）いやーなんと,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
господ:ин (р)господ:а госп:од господ:ам,〜さん　氏　殿,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
госп:одство,支配　制圧　優位,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
госп:одствовать госп:одствующий,支配する　支配的である　,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
госп:одь (м),（キリストを意味する）主,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гостепри:имный -мен -мна,客好きな　客を暖かく迎える,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост:иная,客間,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гост:иница,ホテル,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гость(м) (р)-и -:ей (F)гостья,客　ゲスト,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в г:ости идт:и / приход:ить / приглаш:ать ,(к кому) お客に行く / 来る / 招待する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
быть в гост:ях ,(у кого) お客に行く,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
госуд:арственный,国家の　国営の,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
госуд:арство,国家,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(при)гот:овить (-влю 被形過・完 приготв:овленный),用意する　準備する　　（宿題・論文・創作など）準備する　整える　（食事の）支度をする　料理をする　(imp)養成する,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(при)гот:овиться,(к чемуの / do する)準備する　用意をする　（imp)準備される,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
гот:овность,準備・用意ができている　（do する)用意・心構え,ru-passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
